igre,disciplina,mesto,ime,drzava,rezultat 
Moscow 1980,20km walk men,6,Raul Gonzalez,MEX,1:27:48.6
Moscow 1980,20km walk men,7,Bohdan Bulakowski,POL,1:28:36.3
Moscow 1980,20km walk men,8,Karl Heinz Stadtmuller,GDR,1:29:21.7
Moscow 1980,20km walk men,9,Reima Salonen,FIN,1:31:32.0
Moscow 1980,20km walk men,10,Roger Mills,GBR,1:32:37.8
Moscow 1980,20km walk men,11,Giorgio Damilano,ITA,1:33:26.2
Moscow 1980,20km walk men,12,Janos Szalas,HUN,1:34:10.5
Moscow 1980,20km walk men,13,Alf Brandt,SWE,1:34:44.0
Moscow 1980,20km walk men,14,Pavol Blazek 1,TCH,1:35:30.8
Moscow 1980,20km walk men,15,Aristidis Karageorgos,GRE,1:36:53.4
Moscow 1980,20km walk men,16,Hunde Tore,ETH,1:37:16.6
Moscow 1980,20km walk men,17,Enrique Pena,COL,1:38:00.0
Moscow 1980,20km walk men,18,Singh Ranjit,IND,1:38:27.2
Moscow 1980,20km walk men,19,Ernesto Alfaro Berundez,COL,1:42:19.7
Moscow 1980,20km walk men,20,Jozef Pribilinec,TCH,1:42:52.4
Moscow 1980,20km walk men,21,Martin Toporek,AUT,1:44:56.0
Moscow 1980,20km walk men,22,Johann Siegele,AUT,1:45:17.8
Moscow 1980,20km walk men,23,Tekeste Mitiku,ETH,1:45:45.7
Moscow 1980,20km walk men,24,Stefano Casali,SMR,1:49:21.3
Moscow 1980,20km walk men,25,Thipsamay Chanthaphone,LAO,2:20:22.0
Moscow 1980,20km walk men,26,Lucien Faber,LUX,
Moscow 1980,20km walk men,27,Wilfried Siegele,AUT,
Moscow 1980,20km walk men,28,Anatoli Solomin,URS,
Moscow 1980,20km walk men,29,Daniel Bautista Rocha,MEX,
Moscow 1980,20km walk men,30,Bo Gustafsson,SWE,
Moscow 1980,20km walk men,31,David Smith 2,AUS,
Moscow 1980,20km walk men,32,Domingo Colin,MEX,
Moscow 1980,20km walk men,33,Werner Heyer,GDR,
Moscow 1980,20km walk men,34,Juraj Bencik,TCH,
Moscow 1980,3000m steeplechase men,1,Bronislaw Malinowski,POL,08:09.7
Moscow 1980,3000m steeplechase men,2,Filbert Bayi,TAN,08:12.5
Moscow 1980,3000m steeplechase men,3,Eshetu Tura,ETH,08:13.6
Moscow 1980,3000m steeplechase men,4,Domingo Ramon Menargues,ESP,08:15.8
Moscow 1980,3000m steeplechase men,5,Francisco Sanchez 4,ESP,08:18.0
Moscow 1980,3000m steeplechase men,6,Giuseppe Gerbi,ITA,08:18.5
Moscow 1980,3000m steeplechase men,7,Boguslaw Maminski,POL,08:19.5
Moscow 1980,3000m steeplechase men,8,Anatoli Dimov,URS,08:19.8
Moscow 1980,3000m steeplechase men,9,Vasile Bichea,ROU,08:23.9
Moscow 1980,3000m steeplechase men,10,Dusan Moravcik,TCH,08:29.1
Moscow 1980,3000m steeplechase men,11,Lahcene Babaci,ALG,08:31.8
Moscow 1980,3000m steeplechase men,12,Tommy Ekblom,FIN,08:40.9
Moscow 1980,400m hurdles men,1,Volker Beck,GDR,48.70
Moscow 1980,400m hurdles men,2,Vasili Arkhipenko,URS,48.86
Moscow 1980,400m hurdles men,3,Gary Oakes,GBR,49.11
Moscow 1980,400m hurdles men,4,Nikolai Vasiliev,URS,49.34
Moscow 1980,400m hurdles men,5,Rok Kopitar,YUG,49.67
Moscow 1980,400m hurdles men,6,Horia Toboc,ROU,49.84
Moscow 1980,400m hurdles men,7,Franz Meier,SUI,50.00
Moscow 1980,400m hurdles men,8,Yanko Bratanov,BUL,56.35
Moscow 1980,400m men,1,Viktor Markin,URS,44.60
Moscow 1980,400m men,2,Rick Mitchell,AUS,44.84
Moscow 1980,400m men,3,Frank Schaffer,GDR,44.87
Moscow 1980,400m men,4,Alberto Juantorena,CUB,45.09
Moscow 1980,400m men,5,Alfons Brijdenbach,BEL,45.10
Moscow 1980,400m men,6,Michael Solomon,TTO,45.55
Moscow 1980,400m men,7,David Andrew Jenkins,GBR,45.56
Moscow 1980,400m men,8,Joseph Coombs,TTO,46.33
Moscow 1980,4x100m relay men,1,,URS,38.26
Moscow 1980,4x100m relay men,2,,POL,38.33
Moscow 1980,4x100m relay men,3,,FRA,38.53
Moscow 1980,4x100m relay men,4,,GBR,38.62
Moscow 1980,4x100m relay men,5,,GDR,38.73
Moscow 1980,4x100m relay men,6,,BUL,38.99
Moscow 1980,4x100m relay men,7,,NGR,39.12
Moscow 1980,4x100m relay men,8,,BRA,39.54
Moscow 1980,4x400m relay men,1,,URS,3:01.1
Moscow 1980,4x400m relay men,2,,GDR,3:01.3
Moscow 1980,4x400m relay men,3,,ITA,3:04.3
Moscow 1980,4x400m relay men,4,,FRA,3:04.8
Moscow 1980,4x400m relay men,5,,BRA,3:05.9
Moscow 1980,4x400m relay men,6,,TTO,3:06.6
Moscow 1980,4x400m relay men,7,,TCH,3:07.0
Moscow 1980,4x400m relay men,8,,GBR,
Moscow 1980,5000m men,1,Miruts Yifter,ETH,13:21.0
Moscow 1980,5000m men,2,Suleiman Nyambui,TAN,13:21.6
Moscow 1980,5000m men,3,Kaarlo Maaninka,FIN,13:22.0
Moscow 1980,5000m men,4,Eamonn Coghlan,IRL,13:22.8
Moscow 1980,5000m men,5,Markus Ryffel,SUI,13:23.1
Moscow 1980,5000m men,6,Dietmar Millonig,AUT,13:23.3
Moscow 1980,5000m men,7,John Treacy,IRL,13:23.7
Moscow 1980,5000m men,8,Aleksandr Fedotkin,URS,13:24.1
Moscow 1980,5000m men,9,Jiri Sykora,TCH,13:25.0
Moscow 1980,5000m men,10,Yohannes Mohammed,ETH,13:28.4
Moscow 1980,5000m men,11,Martti Vainio,FIN,13:32.1
Moscow 1980,5000m men,12,Mohammed Kedir,ETH,13:34.2
Moscow 1980,50km walk men,1,Hartwig Gauder,GDR,3:49:24.0
Moscow 1980,50km walk men,2,Jorge Llopart,ESP,3:51:25.0
Moscow 1980,50km walk men,3,Yevgeny Mikhaylovich Ivchenko,URS,3:56:32.0
Moscow 1980,50km walk men,4,Bengt Simonsen,SWE,3:57:08.0
Moscow 1980,50km walk men,5,Viacheslav Fursov,URS,3:58:32.0
Moscow 1980,50km walk men,6,Jose Marin,ESP,4:03:08.0
Moscow 1980,50km walk men,7,Stanislaw Rola,POL,4:07:07.0
Moscow 1980,50km walk men,8,Willi Sawall,AUS,4:08:25.0
Moscow 1980,50km walk men,9,Laszlo Sator,HUN,4:10:53.0
Moscow 1980,50km walk men,10,Pavol Blazek 1,TCH,4:16:26.0
Moscow 1980,50km walk men,11,Ian Richards,GBR,4:22:57.0
Moscow 1980,50km walk men,12,Christos Karageorgos,GRE,4:24:36.0
Moscow 1980,50km walk men,13,Juraj Bencik,TCH,4:27:39.0
Moscow 1980,50km walk men,14,Enrique Pena,COL,4:29:27.0
Moscow 1980,50km walk men,15,Ernesto Alfaro Berundez,COL,4:46:28.0
Moscow 1980,50km walk men,16,Raul Gonzalez,MEX,
Moscow 1980,50km walk men,17,Martin Bermudez,MEX,
Moscow 1980,50km walk men,18,Daniel Bautista Rocha,MEX,
Moscow 1980,50km walk men,19,Reima Salonen,FIN,
Moscow 1980,50km walk men,20,Bohdan Bulakowski,POL,
Moscow 1980,50km walk men,21,David Smith 2,AUS,
Moscow 1980,50km walk men,22,Bo Gustafsson,SWE,
Moscow 1980,50km walk men,23,Gerard Le Lievre,FRA,
Moscow 1980,50km walk men,24,Dietmar Meisch,GDR,
Moscow 1980,50km walk men,25,Uwe Dunkel,GDR,
Moscow 1980,50km walk men,26,Boris Yakovlev,URS,
Moscow 1980,50km walk men,27,Jaromir Vanous,TCH,
Moscow 1980,50km walk men,28,Alf Brandt,SWE,
Moscow 1980,50km walk men,29,Aristidis Karageorgos,GRE,
Moscow 1980,800m men,1,Steve Ovett,GBR,1:45.4
Moscow 1980,800m men,2,Sebastian Coe,GBR,1:45.9
Moscow 1980,800m men,3,Nikolai Kirov,URS,1:46.0
Moscow 1980,800m men,4,Agberto Guimaraes,BRA,1:46.2
Moscow 1980,800m men,5,Andreas Busse,GDR,1:46.9
Moscow 1980,800m men,6,Detlef Wagenknecht,GDR,1:47.0
Moscow 1980,800m men,7,Jose Marajo,FRA,1:47.3
Moscow 1980,800m men,8,David Warren,GBR,1:49.3
Moscow 1980,decathlon men,1,Daley Thompson,GBR,8495
Moscow 1980,decathlon men,2,Yuri Kutsenko,URS,8331
Moscow 1980,decathlon men,3,Sergei Zhelanov,URS,8135
Moscow 1980,decathlon men,4,Georg Werthner,AUT,8050
Moscow 1980,decathlon men,5,Josef Zeilbauer,AUT,8007
Moscow 1980,decathlon men,6,Dariusz Ludwig,POL,7978
Moscow 1980,decathlon men,7,Atanas Andonov,BUL,7927
Moscow 1980,decathlon men,8,Steffen Grummt,GDR,7892
Moscow 1980,decathlon men,9,Esa Jokinen,FIN,7826
Moscow 1980,decathlon men,10,Janusz Szczerkowski,POL,7822
Moscow 1980,decathlon men,11,Johannes Lahti,FIN,7765
Moscow 1980,decathlon men,12,Stefan Niklaus,SUI,7762
Moscow 1980,decathlon men,13,Peter Hadfield,AUS,7709
Moscow 1980,decathlon men,14,Razvigor Yankov,BUL,7624
Moscow 1980,decathlon men,15,Bradley Mcstravick,GBR,7616
Moscow 1980,decathlon men,16,Columba Blango,SLE,5080
Moscow 1980,decathlon men,17,Miro Ronac,PER,
Moscow 1980,decathlon men,18,Valeri Kachanov,URS,
Moscow 1980,decathlon men,19,Alessandro Brogini,ITA,
Moscow 1980,decathlon men,20,Rainer Pottel,GDR,
Moscow 1980,decathlon men,21,Siegfried Stark,GDR,
Moscow 1980,discus throw men,1,Viktor Rashchupkin,URS,66.64
Moscow 1980,discus throw men,2,Imrich Bugar,TCH,66.38
Moscow 1980,discus throw men,3,Luis Delis,CUB,66.32
Moscow 1980,discus throw men,4,Wolfgang Schmidt,GDR,65.64
Moscow 1980,discus throw men,5,Yuri Dumchev,URS,65.58
Moscow 1980,discus throw men,6,Igor Duginets,URS,64.04
Moscow 1980,discus throw men,7,Emil Vladimirov,BUL,63.18
Moscow 1980,discus throw men,8,Velko Velev,BUL,63.04
Moscow 1980,discus throw men,9,Markku Tuokko,FIN,61.84
Moscow 1980,discus throw men,10,Jose Santa Cruz,CUB,61.52
Moscow 1980,discus throw men,11,Hilmar Hossfeld,GDR,61.14
Moscow 1980,discus throw men,12,Kenth Gardenkrans,SWE,60.24
Moscow 1980,hammer throw men,1,Yuri Sedykh,URS,81.80
Moscow 1980,hammer throw men,2,Sergey Litvinov,URS,80.64
Moscow 1980,hammer throw men,3,Yuri Tamm,URS,78.96
Moscow 1980,hammer throw men,4,Roland Steuk,GDR,77.54
Moscow 1980,hammer throw men,5,Detlef Gerstenberg,GDR,74.60
Moscow 1980,hammer throw men,6,Emanuil Dulgerov,BUL,74.04
Moscow 1980,hammer throw men,7,Gianpaolo Urlando,ITA,73.90
Moscow 1980,hammer throw men,8,Ireneusz Golda,POL,73.74
Moscow 1980,hammer throw men,9,Harri Huhtala,FIN,71.96
Moscow 1980,hammer throw men,10,Juha Tiainen,FIN,71.38
Moscow 1980,hammer throw men,11,Guillermo Orozco,CUB,68.68
Moscow 1980,hammer throw men,12,Jiri Chamrad,TCH,68.16
Moscow 1980,high jump men,1,Gerd Wessig,GDR,2.36
Moscow 1980,high jump men,2,Jacek Wszola,POL,2.31
Moscow 1980,high jump men,3,Jorg Freimuth,GDR,2.31
Moscow 1980,high jump men,4,Henry Lauterbach,GDR,2.29
Moscow 1980,high jump men,5,Roland Dalhauser,SUI,2.24
Moscow 1980,high jump men,6,Vaso Komnenic,YUG,2.24
Moscow 1980,high jump men,7,Adrian Proteasa,ROU,2.21
Moscow 1980,high jump men,8,Aleksandr Grigoriev,URS,2.21
Moscow 1980,high jump men,9,Mark Naylor,GBR,2.21
Moscow 1980,high jump men,10,Gennadi Belkov,URS,2.21
Moscow 1980,high jump men,11,Aleksei Demianiuk,URS,2.21
Moscow 1980,high jump men,12,Janusz Trzepizur,POL,2.18
Moscow 1980,high jump men,13,Sorin Matei,ROU,2.18
Moscow 1980,high jump men,14,Guy Moreau,BEL,2.18
Moscow 1980,high jump men,15,Marco Tamberi,ITA,2.15
Moscow 1980,high jump men,16,Roberto Cabrejas,ESP,2.10
Moscow 1980,javelin throw men,1,Dainis Kula,URS,91.20
Moscow 1980,javelin throw men,2,Aleksandr Makarov,URS,89.64
Moscow 1980,javelin throw men,3,Wolfgang Hanisch,GDR,86.72
Moscow 1980,javelin throw men,4,Kheino Puuste,URS,86.10
Moscow 1980,javelin throw men,5,Antero Puranen,FIN,85.12
Moscow 1980,javelin throw men,6,Pentti Sinersaari,FIN,84.34
Moscow 1980,javelin throw men,7,Detlef Fuhrmann,GDR,83.50
Moscow 1980,javelin throw men,8,Miklos Nemeth 1,HUN,82.40
Moscow 1980,javelin throw men,9,Aimo Aho,FIN,80.58
Moscow 1980,javelin throw men,10,Ferenc Paragi,HUN,79.52
Moscow 1980,javelin throw men,11,Stefan Stoikov,BUL,79.04
Moscow 1980,javelin throw men,12,Justin Arop,UGA,77.34
Moscow 1980,long jump men,1,Lutz Dombrowski,GDR,8.54
Moscow 1980,long jump men,2,Frank Paschek,GDR,8.21
Moscow 1980,long jump men,3,Valeri Podluzhnyi,URS,8.18
Moscow 1980,long jump men,4,Laszlo Szalma,HUN,8.13
Moscow 1980,long jump men,5,Stanislaw Jaskulka,POL,8.13
Moscow 1980,long jump men,6,Viktor Belski,URS,8.10
Moscow 1980,long jump men,7,Antonio Corgos Cervantes,ESP,8.09
Moscow 1980,long jump men,8,Yordan Yanev,BUL,8.02
Moscow 1980,long jump men,9,Rolf Bernhard,SUI,7.88
Moscow 1980,long jump men,10,Philippe Deroche,FRA,7.77
Moscow 1980,long jump men,11,Kayode Elegbede,NGR,7.49
Moscow 1980,long jump men,12,Joao Carlos De Oliveira,BRA,
Moscow 1980,marathon men,1,Waldemar Cierpinski,GDR,2:11:03.0
Moscow 1980,marathon men,2,Gerard Nijboer,NED,2:11:20.0
Moscow 1980,marathon men,3,Setymkul Dzhumanazarov,URS,2:11:35.0
Moscow 1980,marathon men,4,Vladimir Kotov,URS,2:12:05.0
Moscow 1980,marathon men,5,Leonid Moseev,URS,2:12:14.0
Moscow 1980,marathon men,6,Rodolfo Gomez,MEX,2:12:39.0
Moscow 1980,marathon men,7,Dereje Nedi,ETH,2:12:44.0
Moscow 1980,marathon men,8,Massimo Magnani,ITA,2:13:12.0
Moscow 1980,marathon men,9,Karel Lismont,BEL,2:13:27.0
Moscow 1980,marathon men,10,Rob De Castella,AUS,2:14:31.0
Moscow 1980,marathon men,11,Joachim Truppel,GDR,2:14:55.0
Moscow 1980,marathon men,12,Ferenc Szekeres,HUN,2:15:18.0
Moscow 1980,marathon men,13,Mark Smet,BEL,2:16:00.0
Moscow 1980,marathon men,14,Emmanuel Ndiemandoi,TAN,2:16:47.0
Moscow 1980,marathon men,15,Gidamis Shahanga,TAN,2:16:47.0
Moscow 1980,marathon men,16,Ana Cleto Pereira Pinto,POR,2:17:04.0
Moscow 1980,marathon men,17,Domingo Tibaduiza,COL,2:17:06.0
Moscow 1980,marathon men,18,Rik Schoofs,BEL,2:17:28.0
Moscow 1980,marathon men,19,Kjell Erik Stahl,SWE,2:17:44.0
Moscow 1980,marathon men,20,Michael Kousis,GRE,2:18:02.0
Moscow 1980,marathon men,21,Jurgen Eberding,GDR,2:18:04.0
Moscow 1980,marathon men,22,Eleuterio Anton,ESP,2:18:16.0
Moscow 1980,marathon men,23,Leodigard Martin,TAN,2:18:21.0
Moscow 1980,marathon men,24,Moges Alemayehu,ETH,2:18:40.0
Moscow 1980,marathon men,25,Jules Randrianarivelo,MAD,2:19:23.0
Moscow 1980,marathon men,26,Zbigniew Pierzynka,POL,2:20:03.0
Moscow 1980,marathon men,27,Chun Son Koh,PRK,2:20:08.0
Moscow 1980,marathon men,28,Christopher Wardlaw,AUS,2:20:42.0
Moscow 1980,marathon men,29,Jong Hyong Li,PRK,2:21:10.0
Moscow 1980,marathon men,30,Tommy Persson,SWE,2:21:11.0
Moscow 1980,marathon men,31,Hari Chand,IND,2:22:08.0
Moscow 1980,marathon men,32,Hakan Spik,FIN,2:22:24.0
Moscow 1980,marathon men,33,Chang Sop Choe,PRK,2:22:42.0
Moscow 1980,marathon men,34,Luis Barbosa,COL,2:22:58.0
Moscow 1980,marathon men,35,Marco Marchei,ITA,2:23:21.0
Moscow 1980,marathon men,36,Vincent Rakabaele,LES,2:23:29.0
Moscow 1980,marathon men,37,Baikuntha Manandhar,NEP,2:23:51.0
Moscow 1980,marathon men,38,Richard Hooper,IRL,2:23:53.0
Moscow 1980,marathon men,39,Josef Steiner,AUT,2:24:24.0
Moscow 1980,marathon men,40,Joseph Peter,SUI,2:24:53.0
Moscow 1980,marathon men,41,Cor Vriend,NED,2:26:41.0
Moscow 1980,marathon men,42,Patrick Hooper,IRL,2:30:28.0
Moscow 1980,marathon men,43,Buumba Gabriel Halwand,ZAM,2:36:51.0
Moscow 1980,marathon men,44,Esa Shetewi,LBA,2:38:01.0
Moscow 1980,marathon men,45,Mukundahari Shrestha,NEP,2:38:52.0
Moscow 1980,marathon men,46,Baba Ibrahim Suma Keita,SLE,2:41:20.0
Moscow 1980,marathon men,47,Soe Khin,BIR,2:41:41.0
Moscow 1980,marathon men,48,Damiano Musonda Musonda,ZAM,2:42:11.0
Moscow 1980,marathon men,49,Enemri El Marghani,LBA,2:42:27.0
Moscow 1980,marathon men,50,Quyen Nguyen,VIE,2:44:37.0
Moscow 1980,marathon men,51,Tapfumaneyi Jonga,ZIM,2:47:17.0
Moscow 1980,marathon men,52,Emmanuel Mpioh,CGO,2:48:17.0
Moscow 1980,marathon men,53,Abel Nkhoma,ZIM,2:53:35.0
Moscow 1980,marathon men,54,Singh Singh,IND,
Moscow 1980,marathon men,55,Ryszard Marczak,POL,
Moscow 1980,marathon men,56,Andrzej Sajkowski,POL,
Moscow 1980,marathon men,57,Vlastimil Zwiefelhofer,TCH,
Moscow 1980,marathon men,58,Radamez Gonzalez,CUB,
Moscow 1980,marathon men,59,David Black,GBR,
Moscow 1980,marathon men,60,Bernard Ford,GBR,
Moscow 1980,marathon men,61,Lasse Viren,FIN,
Moscow 1980,marathon men,62,Jean Michel Charbonnel,FRA,
Moscow 1980,marathon men,63,Albert Marie,SEY,
Moscow 1980,marathon men,64,Abdelmadjid Mada,ALG,
Moscow 1980,marathon men,65,Gerard Barrett,AUS,
Moscow 1980,marathon men,66,Goran Hogberg,SWE,
Moscow 1980,marathon men,67,Josef Jansky,TCH,
Moscow 1980,marathon men,68,Nabil Choueiry,LBN,
Moscow 1980,marathon men,69,Ian Thompson 1,GBR,
Moscow 1980,marathon men,70,Jouni Kortelainen,FIN,
Moscow 1980,marathon men,71,Patrick Chiwala,ZAM,
Moscow 1980,marathon men,72,Kebede Balcha,ETH,
Moscow 1980,marathon men,73,Jorn Lauenborg,DEN,
Moscow 1980,marathon men,74,Kenneth Hlasa,LES,
Moscow 1980,marathon men,75,Laswell Ngoma,ZIM,
Moscow 1980,marathon men,76,John Treacy,IRL,
Moscow 1980,pole vault men,1,Wladyslaw Kozakiewicz,POL,5.78
Moscow 1980,pole vault men,2,Konstantin Volkov,URS,5.65
Moscow 1980,pole vault men,4,Philippe Houvion,FRA,5.65
Moscow 1980,pole vault men,5,Jean Michel Bellot,FRA,5.60
Moscow 1980,pole vault men,6,Mariusz Klimczyk,POL,5.55
Moscow 1980,pole vault men,7,Thierry Vigneron,FRA,5.45
Moscow 1980,pole vault men,8,Sergei Kulibaba,URS,5.45
Moscow 1980,pole vault men,9,Tapani Haapakoski,FIN,5.45
Moscow 1980,pole vault men,10,Kazimir Zalar,SWE,5.35
Moscow 1980,pole vault men,11,Brian Hooper,GBR,5.35
Moscow 1980,pole vault men,12,Rauli Pudas,FIN,5.25
Moscow 1980,shot put men,1,Vladimir Kiselev,URS,21.35
Moscow 1980,shot put men,2,Aleksandr Baryshnikov,URS,21.08
Moscow 1980,shot put men,3,Udo Beyer,GDR,21.06
Moscow 1980,shot put men,4,Reijo Stahlberg,FIN,20.82
Moscow 1980,shot put men,5,Geoffrey Capes,GBR,20.50
Moscow 1980,shot put men,6,Hans Jurgen Jacobi,GDR,20.32
Moscow 1980,shot put men,7,Jaromir Vlk,TCH,20.24
Moscow 1980,shot put men,8,Vladimir Milic,YUG,20.07
Moscow 1980,shot put men,9,Anatoli Yarosh,URS,19.93
Moscow 1980,shot put men,10,Hreinn Halldorsson,ISL,19.55
Moscow 1980,shot put men,11,Oskar Jakobsson,ISL,19.07
Moscow 1980,shot put men,12,Jean Pierre Egger,SUI,18.90
Moscow 1980,triple jump men,1,Jaak Uudmae,URS,17.35
Moscow 1980,triple jump men,2,Viktor Saneyev,URS,17.24
Moscow 1980,triple jump men,3,Joao Carlos De Oliveira,BRA,17.22
Moscow 1980,triple jump men,4,Keith Connor,GBR,16.87
Moscow 1980,triple jump men,5,Ian Campbell,AUS,16.72
Moscow 1980,triple jump men,6,Atanas Chochev,BUL,16.56
Moscow 1980,triple jump men,7,Bela Bakosi,HUN,16.47
Moscow 1980,triple jump men,8,Ken Lorraway,AUS,16.44
Moscow 1980,triple jump men,9,Evgeni Anikin,URS,16.12
Moscow 1980,triple jump men,10,Milan Spasojevic,YUG,16.09
Moscow 1980,triple jump men,11,Armando Herrera Leal,CUB,16.03
Moscow 1980,triple jump men,12,Christian Valetudie,FRA,
Moscow 1980,100m hurdles women,1,Vera Komisova,URS,12.56
Moscow 1980,100m hurdles women,2,Johanna Schaller Klier,GDR,12.63
Moscow 1980,100m hurdles women,3,Lucyna Langer,POL,12.65
Moscow 1980,100m hurdles women,4,Kerstin Knabe,GDR,12.66
Moscow 1980,100m hurdles women,5,Grazyna Rabsztyn,POL,12.74
Moscow 1980,100m hurdles women,6,Irina Litovchenko,URS,12.84
Moscow 1980,100m hurdles women,7,Bettine Gartz,GDR,12.93
Moscow 1980,100m hurdles women,8,Zofia Bielczyk,POL,13.08
Moscow 1980,100m women,1,Lyudmila Kondratyeva,URS,11.06
Moscow 1980,100m women,2,Marlies Oelsner Gohr,GDR,11.07
Moscow 1980,100m women,3,Ingrid Auerswald Lange,GDR,11.14
Moscow 1980,100m women,4,Linda Haglund,SWE,11.16
Moscow 1980,100m women,5,Romy Muller,GDR,11.16
Moscow 1980,100m women,6,Kathryn Smallwood Cook,GBR,11.28
Moscow 1980,100m women,7,Chantal Rega,FRA,11.32
Moscow 1980,100m women,8,Heather Hunte Oakes,GBR,11.34
Moscow 1980,1500m women,1,Tatiana Kazankina,URS,3:56.6
Moscow 1980,1500m women,2,Christiane Stoll Wartenberg,GDR,3:57.8
Moscow 1980,1500m women,3,Nadezhda Olizarenko,URS,3:59.6
Moscow 1980,1500m women,4,Gabriella Dorio,ITA,4:00.3
Moscow 1980,1500m women,5,Ulrike Klapezynski Bruns,GDR,4:00.7
Moscow 1980,1500m women,6,Liubov Smolka,URS,4:01.3
Moscow 1980,1500m women,7,Maricica Puica,ROU,4:01.3
Moscow 1980,1500m women,8,Ileana Silai,ROU,4:03.0
Moscow 1980,1500m women,9,Natalia Andre Marasescu,ROU,4:04.8
Moscow 1980,200m women,1,Barbel Eckert Wockel,GDR,22.03
Moscow 1980,200m women,2,Natalia Bochina,URS,22.19
Moscow 1980,200m women,3,Merlene Ottey,JAM,22.20
Moscow 1980,200m women,4,Romy Muller,GDR,22.47
Moscow 1980,200m women,5,Kathryn Smallwood Cook,GBR,22.61
Moscow 1980,200m women,6,Beverley Goddard Callender,GBR,22.72
Moscow 1980,200m women,7,Denise Margaret Robertson Boyd,AUS,22.76
Moscow 1980,200m women,8,Sonia Lannaman,GBR,22.80
Moscow 1980,400m women,1,Marita Koch,GDR,48.88
Moscow 1980,400m women,2,Jarmila Kratohvilova,TCH,49.46
Moscow 1980,400m women,3,Christina Brehmer Lathan,GDR,49.66
Moscow 1980,400m women,4,Irina Nazarova,URS,50.07
Moscow 1980,400m women,5,Nina Ziuskova,URS,50.17
Moscow 1980,400m women,6,Gabriele Lowe,GDR,51.33
Moscow 1980,400m women,7,Pirjo Wilmi,FIN,51.35
Moscow 1980,400m women,8,Linsey Macdonald,GBR,52.40
Moscow 1980,4x100m relay women,1,,GDR,41.60
Moscow 1980,4x100m relay women,2,,URS,42.10
Moscow 1980,4x100m relay women,3,,GBR,42.43
